Timestamp,date,time,Longitude,Latitude,Operatorname,NetworkTech,NetworkMode,RSRP,RSRQ,SNR,DL_bitrate,UL_bitrate,Eid,experiment
2024.12.10_08.00.16,2024-12-10,08:00:16,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,7,10id,1
2024.12.10_08.00.17,2024-12-10,08:00:17,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.18,2024-12-10,08:00:18,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,38375,228,10id,1
2024.12.10_08.00.19,2024-12-10,08:00:19,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,4,6,10id,1
2024.12.10_08.00.20,2024-12-10,08:00:20,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.21,2024-12-10,08:00:21,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,36027,263,10id,1
2024.12.10_08.00.22,2024-12-10,08:00:22,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.23,2024-12-10,08:00:23,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,1,6,10id,1
2024.12.10_08.00.24,2024-12-10,08:00:24,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,6,6,10id,1
2024.12.10_08.00.25,2024-12-10,08:00:25,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,36024,212,10id,1
2024.12.10_08.00.26,2024-12-10,08:00:26,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,1450,48,10id,1
2024.12.10_08.00.27,2024-12-10,08:00:27,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,6,16,10id,1
2024.12.10_08.00.29,2024-12-10,08:00:29,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,4,27,10id,1
2024.12.10_08.00.30,2024-12-10,08:00:30,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,25332,156,10id,1
2024.12.10_08.00.30,2024-12-10,08:00:30,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,14749,144,10id,1
2024.12.10_08.00.32,2024-12-10,08:00:32,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,12,10id,1
2024.12.10_08.00.33,2024-12-10,08:00:33,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,289,152,10id,1
2024.12.10_08.00.34,2024-12-10,08:00:34,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,85,57,10id,1
2024.12.10_08.00.35,2024-12-10,08:00:35,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,31467,216,10id,1
2024.12.10_08.00.36,2024-12-10,08:00:36,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,114,51,10id,1
2024.12.10_08.00.37,2024-12-10,08:00:37,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,79,39,10id,1
2024.12.10_08.00.38,2024-12-10,08:00:38,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,5,18,10id,1
2024.12.10_08.00.39,2024-12-10,08:00:39,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,38193,275,10id,1
2024.12.10_08.00.40,2024-12-10,08:00:40,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,4,6,10id,1
2024.12.10_08.00.41,2024-12-10,08:00:41,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,6,6,10id,1
2024.12.10_08.00.42,2024-12-10,08:00:42,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,3,5,10id,1
2024.12.10_08.00.43,2024-12-10,08:00:43,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,36282,230,10id,1
2024.12.10_08.00.44,2024-12-10,08:00:44,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,5309,72,10id,1
2024.12.10_08.00.45,2024-12-10,08:00:45,-90.168155,29.956869,X,5G,5G NSA,-103,-13,7.0,4,6,10id,1
